idObs;placette;balis;date;sp_latin;nb;nb_exact;tranc_hor;dist_per;long;sens;saison;rmq;layon;hab;site;chas;ope;prosp;long_complet
21279;RocKD;;27/07/2012;Pecari tajacu;1;oui;09:10;2;3000;Aller;seche;;RockD;oui;RocK;non;oncfsPag;Pal;1
21277;RocKD;;27/07/2012;Psophia crepitans;10;oui;08:09;5;3000;Aller;seche;;RockD;oui;RocK;non;oncfsPag;Pal;1
21281;RocKD;;27/07/2012;Psophia crepitans;10;oui;10:11;10;3000;Aller;seche;;RockD;oui;RocK;non;oncfsPag;Pal;1
21192;RocKBvide;;27/07/2012;;;non;;;3000;Retour;seche;transect vide;RockB;oui;RocK;non;oncfsPag;PA;1
21236;RocKC20;2000;27/07/2012;Alouatta seniculus;3;oui;15:16;40;3000;Retour;seche;;RockC;oui;RocK;non;oncfsPag;GL;1
21235;RocKC26;2600;27/07/2012;Alouatta seniculus;5;non;15:16;40;3000;Retour;seche;;RockC;oui;RocK;non;oncfsPag;GL;1
21237;RocKC5;500;27/07/2012;Cebus apella;5;oui;17:18;9;3000;Retour;seche;;RockC;oui;RocK;non;oncfsPag;GL;1
21282;RocKD23;2300;27/07/2012;Crypturellus sp.;1;oui;15:16;3;3000;Retour;seche;;RockD;oui;RocK;non;oncfsPag;Pal;1
21284;RocKD6;600;27/07/2012;Pecari tajacu;2;oui;17:18;8;3000;Retour;seche;;RockD;oui;RocK;non;oncfsPag;Pal;1
21283;RocKD9;900;27/07/2012;Psophia crepitans;2;oui;16:17;;3000;Retour;seche;;RockD;oui;RocK;non;oncfsPag;Pal;1
21963;SautParA19;1900;07/08/2009;Cebus apella;1;oui;09:10;13;3000;Aller;seche;;SautParA;oui;SautPar;non;oncfsPag;GM;1
21968;SautParA2;200;07/08/2009;Dasyprocta leporina;1;oui;07:08;17;3000;Aller;seche;;SautParA;oui;SautPar;non;oncfsPag;GM;1
21944;SautParA12;1200;07/08/2009;Myoprocta acouchy;1;oui;08:09;8;3000;Aller;seche;;SautParA;oui;SautPar;non;oncfsPag;GM;1
21975;SautParA25;2500;07/08/2009;Myoprocta acouchy;1;oui;10:11;8;3000;Aller;seche;;SautParA;oui;SautPar;non;oncfsPag;GM;1
21943;SautParA12;1200;07/08/2009;Psophia crepitans;4;non;08:09;15;3000;Aller;seche;;SautParA;oui;SautPar;non;oncfsPag;GM;1
21997;SautParB28;2800;07/08/2009;Alouatta seniculus;3;oui;11:12;10;3000;Aller;seche;;SautParB;oui;SautPar;non;oncfsPag;FB;1
21992;SautParB16;1600;07/08/2009;Crax alector;2;oui;09:10;2;3000;Aller;seche;;SautParB;oui;SautPar;non;oncfsPag;FB;1
21996;SautParB27;2700;07/08/2009;Crax alector;5;oui;10:11;8;3000;Aller;seche;;SautParB;oui;SautPar;non;oncfsPag;FB;1
21995;SautParB25;2500;07/08/2009;Dasyprocta leporina;1;oui;10:11;6;3000;Aller;seche;;SautParB;oui;SautPar;non;oncfsPag;FB;1
21993;SautParB19;1900;07/08/2009;Mazama gouazoubira;1;oui;09:10;22;3000;Aller;seche;;SautParB;oui;SautPar;non;oncfsPag;FB;1
22040;SautParC7;700;07/08/2009;Cebus olivaceus;12;non;07:08;14;3000;Aller;seche;;SautParC;oui;SautPar;non;oncfsPag;KK;1
22085;SautParC7;700;07/08/2009;Crypturellus sp. Ou Tinamus sp.;7;oui;07:08;7;3000;Aller;seche;;SautParC;oui;SautPar;non;oncfsPag;KK;1
22048;SautParC11;1100;07/08/2009;Odontophorus guyanensis;3;oui;07:08;4;3000;Aller;seche;;SautParC;oui;SautPar;non;oncfsPag;KK;1
22071;SautParC26;2600;07/08/2009;Odontophorus guyanensis;11;oui;09:10;2;3000;Aller;seche;;SautParC;oui;SautPar;non;oncfsPag;KK;1
22136;SautParD6;600;07/08/2009;Mazama gouazoubira;1;oui;07:08;1;3000;Aller;seche;;SautParD;oui;SautPar;non;oncfsPag;CRH;1
21964;SautParA19;1900;07/08/2009;Cebus apella;3;non;15:16;14;3000;Retour;seche;;SautParA;oui;SautPar;non;oncfsPag;GM;1
21956;SautParA15;1500;07/08/2009;Crypturellus sp. Ou Tinamus sp.;2;oui;16:17;0;3000;Retour;seche;;SautParA;oui;SautPar;non;oncfsPag;GM;1
21973;SautParA23;2300;07/08/2009;Dasyprocta leporina;1;non;15:16;9;3000;Retour;seche;;SautParA;oui;SautPar;non;oncfsPag;GM;1
21945;SautParA12;1200;07/08/2009;Myoprocta acouchy;1;oui;16:17;6;3000;Retour;seche;;SautParA;oui;SautPar;non;oncfsPag;GM;1
21949;SautParA13;1300;07/08/2009;Odontophorus guyanensis;9;oui;16:17;3;3000;Retour;seche;;SautParA;oui;SautPar;non;oncfsPag;GM;1
21988;SautParA8;800;07/08/2009;Psophia crepitans;4;non;17:18;23;3000;Retour;seche;;SautParA;oui;SautPar;non;oncfsPag;GM;1
21994;SautParB24;2400;07/08/2009;Cebus apella;7;non;15:16;11;3000;Retour;seche;;SautParB;oui;SautPar;non;oncfsPag;FB;1
22038;SautParC2;200;07/08/2009;Cebus apella;1;oui;17:18;4;3000;Retour;seche;;SautParC;oui;SautPar;non;oncfsPag;KK;1
22039;SautParC3;300;07/08/2009;Cebus apella;2;non;17:18;32;3000;Retour;seche;;SautParC;oui;SautPar;non;oncfsPag;KK;1
22037;SautParC19;1900;07/08/2009;Cebus olivaceus;10;non;16:17;16;3000;Retour;seche;;SautParC;oui;SautPar;non;oncfsPag;KK;1
22041;SautParC8;800;07/08/2009;Mazama gouazoubira;1;oui;17:18;9;3000;Retour;seche;;SautParC;oui;SautPar;non;oncfsPag;KK;1
22086;SautParC7;700;07/08/2009;Odontophorus guyanensis;4;non;17:18;8;3000;Retour;seche;;SautParC;oui;SautPar;non;oncfsPag;KK;1
22124;SautParD27;2700;07/08/2009;Ateles paniscus;1;oui;15:16;10;3000;Retour;seche;;SautParD;oui;SautPar;non;oncfsPag;CRH;1
22126;SautParD28;2800;07/08/2009;Ateles paniscus;2;oui;14:15;0;3000;Retour;seche;;SautParD;oui;SautPar;non;oncfsPag;CRH;1
22096;SautParD23;2300;07/08/2009;Mazama sp.;1;oui;15:16;0;3000;Retour;seche;;SautParD;oui;SautPar;non;oncfsPag;CRH;1
22106;SautParD2;200;07/08/2009;Psophia crepitans;5;non;17:18;2;3000;Retour;seche;;SautParD;oui;SautPar;non;oncfsPag;CRH;1
21976;SautParA27;2700;08/08/2009;Alouatta seniculus;4;oui;10:11;25;3000;Aller;seche;;SautParA;oui;SautPar;non;oncfsPag;FB;1
21947;SautParA13;1300;08/08/2009;Ateles paniscus;2;oui;09:10;11;3000;Aller;seche;;SautParA;oui;SautPar;non;oncfsPag;FB;1
21952;SautParA14;1400;08/08/2009;Crypturellus sp. Ou Tinamus sp.;1;oui;09:10;14;3000;Aller;seche;;SautParA;oui;SautPar;non;oncfsPag;FB;1
21990;SautParA24;2400;08/08/2009;Crypturellus sp. Ou Tinamus sp.;1;oui;10:11;6;3000;Aller;seche;;SautParA;oui;SautPar;non;oncfsPag;FB;1
21948;SautParA13;1300;08/08/2009;Odontophorus guyanensis;11;non;09:10;15;3000;Aller;seche;;SautParA;oui;SautPar;non;oncfsPag;FB;1
21966;SautParA2;200;08/08/2009;Psophia crepitans;1;non;07:08;11;3000;Aller;seche;;SautParA;oui;SautPar;non;oncfsPag;FB;1
21941;SautParA12;1200;08/08/2009;Psophia crepitans;5;non;09:10;15;3000;Aller;seche;;SautParA;oui;SautPar;non;oncfsPag;FB;1
21986;SautParA8;800;08/08/2009;Tinamus major;1;oui;08:09;9;3000;Aller;seche;;SautParA;oui;SautPar;non;oncfsPag;FB;1
22001;SautParB11;1100;08/08/2009;Cebus apella;2;non;07:08;5;3000;Aller;seche;;SautParB;oui;SautPar;non;oncfsPag;KK;1
22006;SautParB28;2800;08/08/2009;Mazama gouazoubira;1;oui;09:10;17;3000;Aller;seche;;SautParB;oui;SautPar;non;oncfsPag;KK;1
21998;SautParB2;200;08/08/2009;Psophia crepitans;2;non;07:08;4;3000;Aller;seche;;SautParB;oui;SautPar;non;oncfsPag;KK;1
22003;SautParB22;2200;08/08/2009;Saguinus midas;5;non;09:10;51;3000;Aller;seche;;SautParB;oui;SautPar;non;oncfsPag;KK;1
22047;SautParC11;1100;08/08/2009;Cebus apella;7;oui;08:09;3;3000;Aller;seche;;SautParC;oui;SautPar;non;oncfsPag;CRH;1
22083;SautParC6;600;08/08/2009;Mazama gouazoubira;1;oui;07:08;6;3000;Aller;seche;;SautParC;oui;SautPar;non;oncfsPag;CRH;1
22144;SautParD9;900;08/08/2009;Crypturellus sp.;2;oui;08:09;9;3000;Aller;seche;;SautParD;oui;SautPar;non;oncfsPag;GM;1
22118;SautParD24;2400;08/08/2009;Geochelone denticulata;1;oui;10:11;2;3000;Aller;seche;;SautParD;oui;SautPar;non;oncfsPag;GM;1
22104;SautParD19;1900;08/08/2009;Mazama gouazoubira;1;oui;09:10;8;3000;Aller;seche;;SautParD;oui;SautPar;non;oncfsPag;GM;1
22112;SautParD22;2200;08/08/2009;Mazama gouazoubira;1;oui;09:10;32;3000;Aller;seche;;SautParD;oui;SautPar;non;oncfsPag;GM;1
22116;SautParD23;2300;08/08/2009;Odontophorus guyanensis;4;non;10:11;6;3000;Aller;seche;;SautParD;oui;SautPar;non;oncfsPag;GM;1
21974;SautParA17;1700;08/08/2009;Crypturellus sp. Ou Tinamus sp.;1;oui;16:17;9;3000;Retour;seche;;SautParA;oui;SautPar;non;oncfsPag;FB;1
21991;SautParA15;1500;08/08/2009;Dasyprocta leporina;1;oui;16:17;17;3000;Retour;seche;;SautParA;oui;SautPar;non;oncfsPag;FB;1
22000;SautParB4;400;08/08/2009;NI terrestre pt;1;oui;17:18;13;3000;Retour;seche;;SautParB;oui;SautPar;non;oncfsPag;KK;1
22002;SautParB21;2100;08/08/2009;Odontophorus guyanensis;2;non;15:16;11;3000;Retour;seche;;SautParB;oui;SautPar;non;oncfsPag;KK;1
22005;SautParB24;2400;08/08/2009;Odontophorus guyanensis;2;oui;15:16;5;3000;Retour;seche;;SautParB;oui;SautPar;non;oncfsPag;KK;1
22004;SautParB22;2200;08/08/2009;Penelope marail;1;oui;15:16;53;3000;Retour;seche;;SautParB;oui;SautPar;non;oncfsPag;KK;1
21999;SautParB2;200;08/08/2009;Tinamus major;1;oui;17:18;18;3000;Retour;seche;;SautParB;oui;SautPar;non;oncfsPag;KK;1
22046;SautParC10;1000;08/08/2009;Crypturellus sp.;1;oui;17:18;0;3000;Retour;seche;;SautParC;oui;SautPar;non;oncfsPag;CRH;1
22130;SautParD30;3000;08/08/2009;Crypturellus sp. Ou Tinamus sp.;1;oui;14:15;10;3000;Retour;seche;;SautParD;oui;SautPar;non;oncfsPag;GM;1
22113;SautParD22;2200;08/08/2009;Dasyprocta leporina;1;oui;15:16;3;3000;Retour;seche;;SautParD;oui;SautPar;non;oncfsPag;GM;1
22134;SautParD5;500;08/08/2009;Mazama gouazoubira;1;oui;17:18;19;3000;Retour;seche;;SautParD;oui;SautPar;non;oncfsPag;GM;1
22139;SautParD7;700;08/08/2009;Mazama gouazoubira;1;oui;17:18;2;3000;Retour;seche;;SautParD;oui;SautPar;non;oncfsPag;GM;1
22121;SautParD25;2500;08/08/2009;Psophia crepitans;7;oui;14:15;0;3000;Retour;seche;;SautParD;oui;SautPar;non;oncfsPag;GM;1
21985;SautParA6;600;09/08/2009;Cebus apella;6;non;07:08;17;3000;Aller;seche;;SautParA;oui;SautPar;non;oncfsPag;KK;1
21946;SautParA13;1300;09/08/2009;Crypturellus sp. Ou Tinamus sp.;1;oui;08:09;11;3000;Aller;seche;;SautParA;oui;SautPar;non;oncfsPag;KK;1
21958;SautParA16;1600;09/08/2009;Dasyprocta leporina;1;oui;08:09;1;3000;Aller;seche;;SautParA;oui;SautPar;non;oncfsPag;KK;1
21970;SautParA20;2000;09/08/2009;Mazama americana;1;oui;09:10;7;3000;Aller;seche;;SautParA;oui;SautPar;non;oncfsPag;KK;1
21971;SautParA23;2300;09/08/2009;Myoprocta acouchy;1;oui;09:10;1;3000;Aller;seche;;SautParA;oui;SautPar;non;oncfsPag;KK;1
21979;SautParA29;2900;09/08/2009;Odontophorus guyanensis;4;non;10:11;8;3000;Aller;seche;;SautParA;oui;SautPar;non;oncfsPag;KK;1
21977;SautParA28;2800;09/08/2009;Odontophorus guyanensis;6;oui;10:11;6;3000;Aller;seche;;SautParA;oui;SautPar;non;oncfsPag;KK;1
21938;SautParA10;1000;09/08/2009;Psophia crepitans;4;non;08:09;18;3000;Aller;seche;;SautParA;oui;SautPar;non;oncfsPag;KK;1
22009;SautParB31;3100;09/08/2009;Cebus apella;6;oui;10:11;15;3000;Aller;seche;;SautParB;oui;SautPar;non;oncfsPag;CRH;1
22059;SautParC2;200;09/08/2009;Cebus apella;3;non;07:08;30;3000;Aller;seche;;SautParC;oui;SautPar;non;oncfsPag;GM;1
22077;SautParC29;2900;09/08/2009;Crypturellus sp.;2;oui;10:11;7;3000;Aller;seche;;SautParC;oui;SautPar;non;oncfsPag;GM;1
22056;SautParC17;1700;09/08/2009;Psophia crepitans;1;non;09:10;36;3000;Aller;seche;;SautParC;oui;SautPar;non;oncfsPag;GM;1
22090;SautParC9;900;09/08/2009;Psophia crepitans;8;non;07:08;16;3000;Aller;seche;;SautParC;oui;SautPar;non;oncfsPag;GM;1
22081;SautParC31;3100;09/08/2009;Tinamus major;1;oui;10:11;14;3000;Aller;seche;;SautParC;oui;SautPar;non;oncfsPag;GM;1
22098;SautParD12;1200;09/08/2009;Mazama gouazoubira;1;oui;08:09;38;3000;Aller;seche;;SautParD;oui;SautPar;non;oncfsPag;FB;1
22142;SautParD9;900;09/08/2009;Odontophorus guyanensis;2;oui;07:08;11;3000;Aller;seche;;SautParD;oui;SautPar;non;oncfsPag;FB;1
21978;SautParA28;2800;09/08/2009;Dasyprocta leporina;1;oui;14:15;15;3000;Retour;seche;;SautParA;oui;SautPar;non;oncfsPag;KK;1
21960;SautParA19;1900;09/08/2009;Mazama americana;1;oui;15:16;11;3000;Retour;seche;;SautParA;oui;SautPar;non;oncfsPag;KK;1
22007;SautParB17;1700;09/08/2009;Dasyprocta leporina;1;oui;16:17;12;3000;Retour;seche;;SautParB;oui;SautPar;non;oncfsPag;CRH;1
22008;SautParB28;2800;09/08/2009;Odontophorus guyanensis;3;non;14:15;20;3000;Retour;seche;;SautParB;oui;SautPar;non;oncfsPag;CRH;1
22049;SautParC11;1100;09/08/2009;Crax alector;2;oui;17:18;11;3000;Retour;seche;;SautParC;oui;SautPar;non;oncfsPag;GM;1
22078;SautParC29;2900;09/08/2009;Crypturellus sp.;2;oui;14:15;3;3000;Retour;seche;;SautParC;oui;SautPar;non;oncfsPag;GM;1
22064;SautParC23;2300;09/08/2009;Odontophorus guyanensis;2;non;15:16;6;3000;Retour;seche;;SautParC;oui;SautPar;non;oncfsPag;GM;1
22087;SautParC7;700;09/08/2009;Psophia crepitans;3;non;17:18;20;3000;Retour;seche;;SautParC;oui;SautPar;non;oncfsPag;GM;1
22065;SautParC24;2400;09/08/2009;Psophia crepitans;9;non;14:15;11;3000;Retour;seche;;SautParC;oui;SautPar;non;oncfsPag;GM;1
22103;SautParD17;1700;09/08/2009;Cebus apella;7;non;16:17;27;3000;Retour;seche;;SautParD;oui;SautPar;non;oncfsPag;FB;1
22115;SautParD23;2300;09/08/2009;Psophia crepitans;6;non;15:16;33;3000;Retour;seche;;SautParD;oui;SautPar;non;oncfsPag;FB;1
21982;SautParA30;3000;10/08/2009;Geochelone denticulata;1;oui;11:12;0;3000;Aller;seche;;SautParA;oui;SautPar;non;oncfsPag;CRH;1
21972;SautParA23;2300;10/08/2009;Pithecia pithecia;1;oui;10:11;12;3000;Aller;seche;;SautParA;oui;SautPar;non;oncfsPag;CRH;1
21955;SautParA15;1500;10/08/2009;Psophia crepitans;4;non;08:09;0;3000;Aller;seche;;SautParA;oui;SautPar;non;oncfsPag;CRH;1
21953;SautParA14;1400;10/08/2009;Psophia crepitans;10;non;10:11;16;3000;Aller;seche;;SautParA;oui;SautPar;non;oncfsPag;CRH;1
22011;SautParB5;500;10/08/2009;Alouatta seniculus;3;non;07:08;18;3000;Aller;seche;;SautParB;oui;SautPar;non;oncfsPag;GM;1
22013;SautParB8;800;10/08/2009;Dasyprocta leporina;1;oui;07:08;3;3000;Aller;seche;;SautParB;oui;SautPar;non;oncfsPag;GM;1
22035;SautParB9;900;10/08/2009;Myoprocta acouchy;1;oui;08:09;13;3000;Aller;seche;;SautParB;oui;SautPar;non;oncfsPag;GM;1
22014;SautParB11;1100;10/08/2009;Saguinus midas;4;non;08:09;17;3000;Aller;seche;;SautParB;oui;SautPar;non;oncfsPag;GM;1
22055;SautParC17;1700;10/08/2009;Dasyprocta leporina;1;oui;09:10;17;3000;Aller;seche;;SautParC;oui;SautPar;non;oncfsPag;FB;1
22062;SautParC22;2200;10/08/2009;Dasyprocta leporina;1;oui;10:11;12;3000;Aller;seche;;SautParC;oui;SautPar;non;oncfsPag;FB;1
22073;SautParC27;2700;10/08/2009;Mazama gouazoubira;1;oui;10:11;9;3000;Aller;seche;;SautParC;oui;SautPar;non;oncfsPag;FB;1
22045;SautParC10;1000;10/08/2009;Psophia crepitans;9;non;08:09;0;3000;Aller;seche;;SautParC;oui;SautPar;non;oncfsPag;FB;1
22140;SautParD8;800;10/08/2009;Crypturellus sp.;1;oui;07:08;11;3000;Aller;seche;;SautParD;oui;SautPar;non;oncfsPag;KK;1
22119;SautParD25;2500;10/08/2009;Mazama gouazoubira;1;oui;09:10;14;3000;Aller;seche;;SautParD;oui;SautPar;non;oncfsPag;KK;1
22132;SautParD5;500;10/08/2009;Mazama sp.;1;oui;07:08;46;3000;Aller;seche;;SautParD;oui;SautPar;non;oncfsPag;KK;1
21967;SautParA2;200;10/08/2009;Cebus apella;3;non;17:18;7;3000;Retour;seche;;SautParA;oui;SautPar;non;oncfsPag;CRH;1
21954;SautParA14;1400;10/08/2009;Odontophorus guyanensis;5;non;16:17;3;3000;Retour;seche;;SautParA;oui;SautPar;non;oncfsPag;CRH;1
21940;SautParA11;1100;10/08/2009;Psophia crepitans;3;non;16:17;0;3000;Retour;seche;;SautParA;oui;SautPar;non;oncfsPag;CRH;1
22010;SautParB2;200;10/08/2009;Ateles paniscus;2;oui;17:18;37;3000;Retour;seche;;SautParB;oui;SautPar;non;oncfsPag;GM;1
22036;SautParB16;1600;10/08/2009;Odontophorus guyanensis;3;non;15:16;6;3000;Retour;seche;;SautParB;oui;SautPar;non;oncfsPag;GM;1
22012;SautParB6;600;10/08/2009;Psophia crepitans;6;oui;17:18;6;3000;Retour;seche;;SautParB;oui;SautPar;non;oncfsPag;GM;1
22054;SautParC16;1600;10/08/2009;Ateles paniscus;2;oui;16:17;41;3000;Retour;seche;;SautParC;oui;SautPar;non;oncfsPag;FB;1
22079;SautParC31;3100;10/08/2009;Cebus apella;9;non;14:15;34;3000;Retour;seche;;SautParC;oui;SautPar;non;oncfsPag;FB;1
22060;SautParC20;2000;10/08/2009;Dasyprocta leporina;2;oui;16:17;8;3000;Retour;seche;;SautParC;oui;SautPar;non;oncfsPag;FB;1
22095;SautParC9;900;10/08/2009;Mazama gouazoubira;1;oui;17:18;10;3000;Retour;seche;;SautParC;oui;SautPar;non;oncfsPag;FB;1
22093;SautParC2;200;10/08/2009;Penelope marail;2;oui;17:19;7;3000;Retour;seche;;SautParC;oui;SautPar;non;oncfsPag;FB;1
22094;SautParC3;300;10/08/2009;Psophia crepitans;6;non;17:18;4;3000;Retour;seche;;SautParC;oui;SautPar;non;oncfsPag;FB;1
22080;SautParC31;3100;10/08/2009;Psophia crepitans;7;non;14:15;7;3000;Retour;seche;;SautParC;oui;SautPar;non;oncfsPag;FB;1
22068;SautParC26;2600;10/08/2009;Tinamus major;1;oui;15:16;10;3000;Retour;seche;;SautParC;oui;SautPar;non;oncfsPag;FB;1
22138;SautParD7;700;10/08/2009;Mazama gouazoubira;1;oui;17:18;0;3000;Retour;seche;;SautParD;oui;SautPar;non;oncfsPag;KK;1
22097;SautParD10;1000;10/08/2009;Mazama gouazoubira;1;oui;17:18;21;3000;Retour;seche;;SautParD;oui;SautPar;non;oncfsPag;KK;1
22109;SautParD21;2100;10/08/2009;Pecari tajacu;3;oui;16:17;0;3000;Retour;seche;;SautParD;oui;SautPar;non;oncfsPag;KK;1
21957;SautParA15;1500;11/08/2009;Crypturellus sp. Ou Tinamus sp.;1;oui;08:09;4;3000;Aller;seche;;SautParA;oui;SautPar;non;oncfsPag;GM;1
21983;SautParA31;3100;11/08/2009;Crypturellus sp. Ou Tinamus sp.;1;oui;10:11;10;3000;Aller;seche;;SautParA;oui;SautPar;non;oncfsPag;GM;1
21980;SautParA29;2900;11/08/2009;Dasyprocta leporina;1;oui;10:11;17;3000;Aller;seche;;SautParA;oui;SautPar;non;oncfsPag;GM;1
21969;SautParA2;200;11/08/2009;Myoprocta acouchy;1;oui;07:08;10;3000;Aller;seche;;SautParA;oui;SautPar;non;oncfsPag;GM;1
22020;SautParBvide;;11/08/2009;;;non;;;3000;Aller;seche;transect vide;SautParB;oui;SautPar;non;oncfsPag;FB;1
22044;SautParC10;1000;11/08/2009;Cebus apella;5;non;07:08;14;3000;Aller;seche;;SautParC;oui;SautPar;non;oncfsPag;KK;1
22082;SautParC4;400;11/08/2009;Crypturellus sp. Ou Tinamus sp.;1;oui;07:08;9;3000;Aller;seche;;SautParC;oui;SautPar;non;oncfsPag;KK;1
22066;SautParC26;2600;11/08/2009;Crypturellus sp. Ou Tinamus sp.;1;oui;09:10;26;3000;Aller;seche;;SautParC;oui;SautPar;non;oncfsPag;KK;1
22043;SautParC10;1000;11/08/2009;Mazama sp.;1;oui;07:08;24;3000;Aller;seche;;SautParC;oui;SautPar;non;oncfsPag;KK;1
22050;SautParC12;1200;11/08/2009;Odontophorus guyanensis;4;non;08:09;7;3000;Aller;seche;;SautParC;oui;SautPar;non;oncfsPag;KK;1
22075;SautParC29;2900;11/08/2009;Odontophorus guyanensis;12;oui;09:10;6;3000;Aller;seche;;SautParC;oui;SautPar;non;oncfsPag;KK;1
22125;SautParD27;2700;11/08/2009;Ateles paniscus;2;oui;10:11;27;3000;Aller;seche;;SautParD;oui;SautPar;non;oncfsPag;CRH;1
22101;SautParD15;1500;11/08/2009;Myoprocta acouchy;1;oui;08:09;0;3000;Aller;seche;;SautParD;oui;SautPar;non;oncfsPag;CRH;1
21984;SautParA5;500;11/08/2009;Dasyprocta leporina;1;oui;17:18;14;3000;Retour;seche;;SautParA;oui;SautPar;non;oncfsPag;GM;1
22018;SautParB23;2300;11/08/2009;Alouatta seniculus;4;oui;15:16;21;3000;Retour;seche;;SautParB;oui;SautPar;non;oncfsPag;FB;1
22017;SautParB20;2000;11/08/2009;Dasyprocta leporina;1;oui;15:16;7;3000;Retour;seche;;SautParB;oui;SautPar;non;oncfsPag;FB;1
22019;SautParB26;2600;11/08/2009;Mazama gouazoubira;1;oui;14:15;10;3000;Retour;seche;;SautParB;oui;SautPar;non;oncfsPag;FB;1
22015;SautParB2;200;11/08/2009;Myoprocta acouchy;1;oui;17:18;13;3000;Retour;seche;;SautParB;oui;SautPar;non;oncfsPag;FB;1
22016;SautParB5;500;11/08/2009;Psophia crepitans;1;oui;16:17;16;3000;Retour;seche;;SautParB;oui;SautPar;non;oncfsPag;FB;1
22067;SautParC26;2600;11/08/2009;Crypturellus sp.;1;oui;15:16;5;3000;Retour;seche;;SautParC;oui;SautPar;non;oncfsPag;KK;1
22058;SautParC19;1900;11/08/2009;Crypturellus sp. Ou Tinamus sp.;1;oui;16:17;1;3000;Retour;seche;;SautParC;oui;SautPar;non;oncfsPag;KK;1
22053;SautParC14;1400;11/08/2009;Mazama americana;1;oui;16:17;22;3000;Retour;seche;;SautParC;oui;SautPar;non;oncfsPag;KK;1
22122;SautParD26;2600;11/08/2009;Alouatta seniculus;3;non;15:16;9;3000;Retour;seche;;SautParD;oui;SautPar;non;oncfsPag;CRH;1
22120;SautParD25;2500;11/08/2009;Ateles paniscus;3;oui;15:16;0;3000;Retour;seche;;SautParD;oui;SautPar;non;oncfsPag;CRH;1
22129;SautParD29;2900;11/08/2009;Pecari tajacu;3;oui;14:15;3;3000;Retour;seche;;SautParD;oui;SautPar;non;oncfsPag;CRH;1
21939;SautParA11;1100;12/08/2009;Psophia crepitans;5;non;08:09;3;3000;Aller;seche;;SautParA;oui;SautPar;non;oncfsPag;FB;1
21959;SautParA16;1600;12/08/2009;Psophia crepitans;9;non;09:10;31;3000;Aller;seche;;SautParA;oui;SautPar;non;oncfsPag;FB;1
22021;SautParB4;400;12/08/2009;Psophia crepitans;1;non;07:08;18;3000;Aller;seche;;SautParB;oui;SautPar;non;oncfsPag;KK;1
22024;SautParB8;800;12/08/2009;Tinamus major;1;oui;07:08;9;3000;Aller;seche;;SautParB;oui;SautPar;non;oncfsPag;KK;1
22042;SautParCvide;;12/08/2009;;;non;;;3000;Aller;seche;transect vide;SautParC;oui;SautPar;non;oncfsPag;CRH;1
22123;SautParD26;2600;12/08/2009;Ateles paniscus;5;non;09:10;8;3000;Aller;seche;;SautParD;oui;SautPar;non;oncfsPag;GM;1
22105;SautParD19;1900;12/08/2009;Crypturellus sp.;1;oui;09:10;4;3000;Aller;seche;;SautParD;oui;SautPar;non;oncfsPag;GM;1
22137;SautParD6;600;12/08/2009;Mazama gouazoubira;1;oui;07:08;18;3000;Aller;seche;;SautParD;oui;SautPar;non;oncfsPag;GM;1
22110;SautParD21;2100;12/08/2009;Mazama sp.;1;oui;09:10;13;3000;Aller;seche;;SautParD;oui;SautPar;non;oncfsPag;GM;1
22099;SautParD12;1200;12/08/2009;Myoprocta acouchy;1;oui;08:09;8;3000;Aller;seche;;SautParD;oui;SautPar;non;oncfsPag;GM;1
22135;SautParD5;500;12/08/2009;Psophia crepitans;1;non;07:08;18;3000;Aller;seche;;SautParD;oui;SautPar;non;oncfsPag;GM;1
22102;SautParD16;1600;12/08/2009;Psophia crepitans;1;oui;08:09;0;3000;Aller;seche;;SautParD;oui;SautPar;non;oncfsPag;GM;1
21987;SautParA8;800;12/08/2009;Cebus apella;9;non;16:17;27;3000;Retour;seche;;SautParA;oui;SautPar;non;oncfsPag;FB;1
21962;SautParA19;1900;12/08/2009;Dasyprocta leporina;1;oui;15:16;4;3000;Retour;seche;;SautParA;oui;SautPar;non;oncfsPag;FB;1
21981;SautParA30;3000;12/08/2009;Dasyprocta leporina;1;oui;15:16;14;3000;Retour;seche;;SautParA;oui;SautPar;non;oncfsPag;FB;1
21989;SautParA9;900;12/08/2009;Pecari tajacu;11;non;16:17;7;3000;Retour;seche;;SautParA;oui;SautPar;non;oncfsPag;FB;1
21942;SautParA12;1200;12/08/2009;Psophia crepitans;7;non;16:17;0;3000;Retour;seche;;SautParA;oui;SautPar;non;oncfsPag;FB;1
22084;SautParC7;700;12/08/2009;Cebus apella;5;non;17:18;8;3000;Retour;seche;;SautParC;oui;SautPar;non;oncfsPag;CRH;1
22069;SautParC26;2600;12/08/2009;Crypturellus sp.;1;oui;15:16;2;3000;Retour;seche;;SautParC;oui;SautPar;non;oncfsPag;CRH;1
22076;SautParC29;2900;12/08/2009;Myoprocta acouchy;1;oui;14:15;12;3000;Retour;seche;;SautParC;oui;SautPar;non;oncfsPag;CRH;1
22070;SautParC26;2600;12/08/2009;Myoprocta acouchy;1;oui;15:16;6;3000;Retour;seche;;SautParC;oui;SautPar;non;oncfsPag;CRH;1
22141;SautParD8;800;12/08/2009;Crypturellus sp. Ou Tinamus sp.;1;oui;17:18;10;3000;Retour;seche;;SautParD;oui;SautPar;non;oncfsPag;GM;1
